id,Z-0_MA_AA,Z-1_MA_AA,Z-2_MA_AA,Z-3_MA_AA,I-0_MA_AA,I-1_MA_AA,I-2_MA_AA,I-3_MA_AA,T-0_MA_AA,T-1_MA_AA,T-2_MA_AA,T-3_MA_AA,S-0_MA_AA,S-1_MA_AA,S-2_MA_AA,S-3_MA_AA,chi-0_MA_AA,chi-1_MA_AA,chi-2_MA_AA,chi-3_MA_AA,qnat-0_MA_AA,qnat-1_MA_AA,qnat-2_MA_AA,qnat-3_MA_AA,Vnat-0_MA_AA,Vnat-1_MA_AA,Vnat-2_MA_AA,Vnat-3_MA_AA,Ns-0_MA_AA,Ns-1_MA_AA,Ns-2_MA_AA,Ns-3_MA_AA,Np-0_MA_AA,Np-1_MA_AA,Np-2_MA_AA,Np-3_MA_AA,Nd-0_MA_AA,Nd-1_MA_AA,Nd-2_MA_AA,Nd-3_MA_AA,Nlp-0_MA_AA,Nlp-1_MA_AA,Nlp-2_MA_AA,Nlp-3_MA_AA,LPde-0_MA_AA,LPde-1_MA_AA,LPde-2_MA_AA,LPde-3_MA_AA,LPe-0_MA_AA,LPe-1_MA_AA,LPe-2_MA_AA,LPe-3_MA_AA,LPocc-0_MA_AA,LPocc-1_MA_AA,LPocc-2_MA_AA,LPocc-3_MA_AA,LPs-0_MA_AA,LPs-1_MA_AA,LPs-2_MA_AA,LPs-3_MA_AA,LPp-0_MA_AA,LPp-1_MA_AA,LPp-2_MA_AA,LPp-3_MA_AA,LPd-0_MA_AA,LPd-1_MA_AA,LPd-2_MA_AA,LPd-3_MA_AA,Nlv-0_MA_AA,Nlv-1_MA_AA,Nlv-2_MA_AA,Nlv-3_MA_AA,LVde-0_MA_AA,LVde-1_MA_AA,LVde-2_MA_AA,LVde-3_MA_AA,LVe-0_MA_AA,LVe-1_MA_AA,LVe-2_MA_AA,LVe-3_MA_AA,LVocc-0_MA_AA,LVocc-1_MA_AA,LVocc-2_MA_AA,LVocc-3_MA_AA,LVs-0_MA_AA,LVs-1_MA_AA,LVs-2_MA_AA,LVs-3_MA_AA,LVp-0_MA_AA,LVp-1_MA_AA,LVp-2_MA_AA,LVp-3_MA_AA,LVd-0_MA_AA,LVd-1_MA_AA,LVd-2_MA_AA,LVd-3_MA_AA,target_distance,target_barrier,target_angle
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,5929.0,2618.0,2849.0,2541.0,1.0,4.0,6.0,11.0,16.0,40.0,68.0,76.0,1.988,4.568,6.148,7.078,4.84,22.726,34.738,58.278,0.00191,-0.010776,0.088323,-0.03936,81.181001,158.515702,242.5719,216.417977,0.49,3.521,4.529,6.755,0.0,0.127,0.205,0.144,69.389,0.416,0.167,0.167,16.0,8.0,4.0,8.0,0.012953,0.0,0.0,0.018173,0.007262,0.039172,0.024776,0.025977,3.922222,6.259897,3.274433,3.495492,0.003856,0.050922,0.020623,0.0,0.0,0.000118,6.7e-05,0.0001,0.879469,0.000188,0.001032,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0577,13.8,35.481
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,5929.0,2618.0,2926.0,2464.0,1.0,4.0,6.0,10.0,16.0,40.0,64.0,72.0,1.988,4.568,6.119,6.641,4.84,22.726,35.816,53.438,0.006178,-0.043144,0.164449,-0.054141,81.862685,156.235329,253.163054,210.19107,0.504,3.578,5.006,6.291,0.0,0.124,0.21,0.144,69.89,0.418,0.251,0.167,16.0,8.0,4.0,8.0,0.011428,0.0,0.0,0.017043,0.010973,0.050709,0.027629,0.032577,3.92143,6.268632,3.89529,3.490228,0.004032,0.053848,0.032315,1.3e-05,0.0,0.000115,4.9e-05,0.0001,0.876845,9.4e-05,0.000562,0.000749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0528,11.9,35.298
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,5929.0,2695.0,2849.0,3080.0,1.0,4.0,6.0,11.0,16.0,40.0,68.0,76.0,1.988,4.54,6.148,7.572,4.84,23.804,34.738,61.006,0.002156,-0.007901,-0.043471,0.005877,79.445313,169.502604,230.048257,265.434948,0.476,3.602,4.23,7.321,0.0,0.139,0.198,0.192,67.898,0.412,0.247,0.247,9.0,9.0,3.0,12.0,0.008199,0.015043,0.0,0.038479,0.015708,0.058327,0.036746,0.065203,3.922816,6.175681,3.329326,6.726092,0.004858,0.021649,0.0245,0.0,0.0,0.000169,6.5e-05,0.0002,0.865458,0.00093,0.001023,0.00214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0118,19.2,33.4803
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,5929.0,2695.0,2849.0,3696.0,1.0,4.0,6.0,11.0,16.0,40.0,68.0,76.0,1.988,4.54,6.148,8.122,4.84,23.804,34.738,59.114,0.001293,-0.000368,-0.054866,0.020158,79.65027,168.252996,235.682585,261.771268,0.476,3.574,4.382,7.335,0.0,0.138,0.201,0.188,68.062,0.412,0.248,0.33,16.0,8.0,4.0,20.0,0.010373,0.0,0.0,0.044638,0.014552,0.077379,0.036039,0.056655,3.920994,6.663779,3.307227,6.693323,0.004858,0.051738,0.024249,0.0,0.0,0.000126,6.5e-05,0.0002,0.865272,0.000186,0.001023,0.002605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.016,18.1,33.7444
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,5929.0,3927.0,2387.0,2464.0,1.0,6.0,5.0,10.0,36.0,90.0,90.0,108.0,1.988,6.401,5.118,6.641,4.84,38.94,29.128,53.438,0.0,-2.6e-05,0.000901,-0.000371,80.154777,274.951515,202.137774,207.983942,0.49,6.02,3.815,6.202,0.0,0.446,0.344,0.288,68.724,0.663,0.166,0.166,16.0,28.0,4.0,8.0,0.007363,0.058158,0.0,0.013659,0.018764,0.149001,0.041473,0.042777,3.925114,14.047093,3.272332,3.490619,0.004914,0.054299,0.023469,2.1e-05,0.0,0.000645,0.000133,0.0002,0.864342,0.00158,0.001023,0.000744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0333,9.2,34.5175
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,5929.0,3388.0,2464.0,2464.0,1.0,4.0,6.0,10.0,16.0,40.0,64.0,72.0,1.988,5.02,5.555,6.641,4.84,22.792,33.968,53.438,0.007807,-0.005046,0.13547,-0.056793,81.76337,178.919465,211.90771,210.45217,0.518,4.032,4.536,6.415,0.0,0.286,0.344,0.288,69.722,0.501,0.167,0.167,16.0,16.0,4.0,8.0,0.004384,0.015497,0.0,0.010662,0.021042,0.07055,0.041661,0.04461,3.908845,7.013612,3.329264,3.500499,0.004122,0.02003,0.022509,5.1e-05,0.0,0.000169,6.5e-05,0.0001,0.875534,0.000655,0.001029,0.000749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0256,10.7,34.1756
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-hicn_1_iodide_1_smi1_1_s_1,5929.0,6237.0,2387.0,2464.0,1.0,4.0,5.0,10.0,16.0,36.0,60.0,72.0,1.988,5.499,5.118,6.641,4.84,22.968,29.128,53.438,0.007254,-0.013817,0.142351,-0.056389,81.81709,187.215406,204.249025,210.383625,0.518,4.118,3.938,6.401,0.0,0.151,0.172,0.144,69.89,0.418,0.167,0.167,16.0,20.0,4.0,8.0,0.002689,0.016949,0.0,0.008328,0.027017,0.083531,0.048852,0.050614,3.915095,7.133702,3.304995,3.495521,0.004134,0.019734,0.022499,4.5e-05,0.0,0.000169,6.5e-05,0.0001,0.875347,0.000187,0.001029,0.000748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8364,8.7,24.0858
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-iacn_1_bromide_1_smi1_1_s_1,5929.0,4851.0,2387.0,2849.0,1.0,4.0,5.0,10.0,16.0,36.0,60.0,84.0,1.988,5.231,5.118,7.233,4.84,23.628,29.128,54.208,0.006084,-0.013053,0.116281,0.016658,69.572114,172.645648,186.838009,226.270874,0.504,4.033,3.763,6.674,0.0,0.151,0.172,0.178,69.722,0.418,0.084,0.167,16.0,20.0,0.0,8.0,0.002434,0.017701,0.0,0.007943,0.02325,0.077637,0.0,0.046345,3.915254,7.150131,0.0,3.499845,0.004502,0.020667,0.0,5.4e-05,0.0,0.000169,0.0,0.0001,0.870116,0.00028,0.0,0.000746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9552,12.8,31.1753
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-iacn_1_chloride_1_smi1_1_s_1,5929.0,3465.0,2387.0,2849.0,1.0,4.0,5.0,10.0,16.0,36.0,60.0,84.0,1.988,4.977,5.118,7.233,4.84,24.068,29.128,54.208,0.002872,-0.008469,0.080455,0.011428,69.042638,172.059145,186.196484,225.377472,0.504,4.019,3.763,6.681,0.0,0.303,0.344,0.355,69.222,0.416,0.083,0.166,16.0,20.0,0.0,8.0,0.002474,0.018807,0.0,0.008003,0.022434,0.077697,0.0,0.045439,3.91941,7.143393,0.0,3.500673,0.00483,0.021406,0.0,5.6e-05,0.0,0.000169,0.0,0.0001,0.86583,0.000186,0.0,0.000744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9696,15.7,31.7331
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,5929.0,2618.0,2926.0,2849.0,1.0,4.0,6.0,10.0,16.0,40.0,64.0,84.0,1.988,4.568,6.119,7.233,4.84,22.726,35.816,54.208,0.01439,-0.069849,0.228127,0.02428,82.60265,156.710458,252.593825,246.47547,0.504,3.543,4.849,6.653,0.0,0.124,0.21,0.178,70.56,0.42,0.168,0.168,16.0,8.0,4.0,8.0,0.010966,0.0,0.0,0.01675,0.010422,0.049872,0.02584,0.031332,3.925153,6.295838,3.895218,3.49656,0.004369,0.061182,0.033579,0.0,0.0,0.000107,4.9e-05,0.0001,0.871982,9.3e-05,0.00056,0.000747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0164,13.8,33.7316
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,5929.0,2695.0,2849.0,3465.0,1.0,4.0,6.0,11.0,16.0,40.0,68.0,88.0,1.988,4.54,6.148,8.164,4.84,23.804,34.738,61.776,0.000499,-0.003164,-0.016649,-0.016827,79.865858,169.750908,228.962192,300.771373,0.476,3.581,4.119,7.673,0.0,0.139,0.198,0.226,68.228,0.413,0.165,0.248,16.0,8.0,0.0,20.0,0.006989,0.0,0.0,0.035629,0.014333,0.074346,0.0,0.061152,3.922341,6.68758,0.0,6.733369,0.005041,0.058305,0.0,0.0,0.0,0.000118,0.0,0.0002,0.862855,0.000372,0.0,0.002044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9967,20.4,32.782
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,5929.0,2695.0,2849.0,4081.0,1.0,4.0,6.0,11.0,16.0,40.0,68.0,88.0,1.988,4.54,6.148,8.714,4.84,23.804,34.738,59.884,8.3e-05,0.000181,-0.012123,-0.003032,80.12416,168.543139,234.638963,297.357406,0.476,3.554,4.257,7.694,0.0,0.138,0.201,0.221,68.558,0.414,0.166,0.331,16.0,8.0,0.0,20.0,0.009413,0.0,0.0,0.042571,0.013223,0.072497,0.0,0.052902,3.920756,6.654845,0.0,6.723118,0.005069,0.052645,0.0,0.0,0.0,0.000126,0.0,0.0002,0.862484,0.000186,0.0,0.002507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.988,18.5,32.4783
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,5929.0,3927.0,2387.0,2849.0,1.0,6.0,5.0,10.0,36.0,90.0,90.0,126.0,1.988,6.401,5.118,7.233,4.84,38.94,29.128,54.208,0.002077,-0.00342,0.066647,0.009318,80.9883,276.220739,201.350017,244.046083,0.49,6.006,3.682,6.573,0.0,0.446,0.344,0.355,69.389,0.666,0.083,0.167,16.0,28.0,0.0,8.0,0.005681,0.051152,0.0,0.012052,0.016043,0.133422,0.0,0.038831,3.914462,14.041355,0.0,3.493596,0.005446,0.057269,0.0,2.2e-05,0.0,0.000644,0.0,0.0002,0.857476,0.001574,0.0,0.000741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9935,11.0,32.7538
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,5929.0,3388.0,2464.0,2849.0,1.0,4.0,6.0,10.0,16.0,40.0,64.0,84.0,1.988,5.02,5.555,7.233,4.84,22.792,33.968,54.208,0.009498,-0.00537,0.130894,0.02111,69.814882,165.369642,194.235909,226.681936,0.504,3.948,4.352,6.681,0.0,0.286,0.344,0.355,70.057,0.502,0.167,0.167,16.0,16.0,0.0,8.0,0.002618,0.012244,0.0,0.008205,0.019444,0.066233,0.0,0.042232,3.905485,7.030023,0.0,3.495773,0.004122,0.019774,0.0,2.6e-05,0.0,0.000169,0.0,0.0001,0.875534,0.000561,0.0,0.000749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9855,12.2,32.3627
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-iacn_1_fluoride_1_smi1_1_s_1,5929.0,2849.0,2387.0,2849.0,1.0,4.0,5.0,10.0,16.0,36.0,60.0,84.0,1.988,4.343,5.118,7.233,4.84,25.872,29.128,54.208,0.008243,0.004154,-0.138528,-0.018641,66.670491,170.031717,183.125758,221.393029,0.49,3.969,3.717,6.58,0.0,0.305,0.344,0.355,66.912,0.409,0.164,0.164,16.0,20.0,0.0,8.0,0.002606,0.029685,0.0,0.008225,0.020638,0.078009,0.0,0.04341,3.929038,7.144153,0.0,3.504653,0.006593,0.02501,0.0,5.7e-05,0.0,0.000169,0.0,0.0001,0.84401,0.000184,0.0,0.000735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9932,25.6,32.4378
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-co_1_bromide_1_smi1_1_s_1,5929.0,5313.0,1925.0,2387.0,1.0,6.0,5.0,9.0,36.0,90.0,84.0,102.0,1.988,6.683,4.554,6.204,4.84,38.676,27.28,48.598,0.008306,-0.128189,0.019043,0.014598,78.61163,286.073056,148.133243,201.903484,0.533,6.139,3.329,6.117,0.0,0.239,0.122,0.144,66.749,0.163,0.082,0.163,16.0,24.0,0.0,8.0,0.003101,0.020247,0.0,0.008965,0.022473,0.150273,0.0,0.04533,3.887483,10.926266,0.0,3.491591,0.00939,0.081784,0.0,8.7e-05,0.0,0.000216,0.0,0.0001,0.815409,0.000542,0.0,0.000722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8969,12.8,27.9679
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-co_1_chloride_1_smi1_1_s_1,5929.0,3927.0,1925.0,2387.0,1.0,6.0,5.0,9.0,36.0,90.0,84.0,102.0,1.988,6.43,4.554,6.204,4.84,39.116,27.28,48.598,0.018249,-0.194312,0.026122,0.02251,77.737902,284.74925,147.421028,200.694649,0.533,6.139,3.336,6.096,0.0,0.48,0.244,0.289,65.934,0.162,0.081,0.162,16.0,24.0,0.0,8.0,0.003254,0.0217,0.0,0.009116,0.022323,0.151714,0.0,0.044975,3.910664,10.968445,0.0,3.501492,0.01012,0.084906,0.0,2e-05,0.0,0.000216,0.0,0.0001,0.80874,0.00045,0.0,0.000719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9299,14.9,29.6775
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-co_1_dft-cch_1_smi1_1_s_1,5929.0,2464.0,3003.0,2464.0,1.0,5.0,7.0,10.0,25.0,70.0,85.0,90.0,1.988,5.09,6.514,6.641,4.84,30.206,40.458,53.438,0.013729,-0.097838,-0.071646,0.045744,78.30604,200.801238,243.39606,208.31516,0.504,4.31,5.169,6.475,0.0,0.167,0.203,0.144,66.586,0.082,0.163,0.163,16.0,8.0,4.0,8.0,0.014806,0.0,0.0,0.019483,0.005139,0.032482,0.035276,0.021359,3.908094,6.183475,3.912305,3.504986,0.008354,0.074317,0.049137,1.8e-05,0.0,0.000119,4.6e-05,0.0001,0.825372,9.1e-05,0.000363,0.000727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9754,14.7,31.5455
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-co_1_dft-cn_1_smi1_1_s_1,5929.0,2002.0,3003.0,2387.0,1.0,4.0,6.0,9.0,16.0,40.0,60.0,68.0,1.988,4.061,6.049,6.204,4.84,24.596,36.696,48.598,0.007697,-0.052182,-0.054628,0.011511,78.8782,163.834434,244.226104,202.506897,0.533,3.76,5.176,6.096,0.0,0.134,0.205,0.145,66.912,0.082,0.245,0.164,16.0,8.0,8.0,8.0,0.0132,0.0,0.0,0.018324,0.008409,0.0439,0.070652,0.028014,3.911218,6.20064,7.80794,3.497606,0.008556,0.077534,0.096931,0.0,0.0,0.000116,9.5e-05,0.0001,0.823375,0.0,0.000998,0.000726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9672,12.0,31.2603
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-co_1_dft-icn_1_smi1_1_s_1,5929.0,2541.0,3003.0,3003.0,1.0,5.0,7.0,10.0,25.0,70.0,85.0,90.0,1.988,5.062,6.514,7.135,4.84,31.284,40.458,56.166,0.041376,-0.25387,0.09714,-0.077475,76.671214,211.131837,231.064123,256.555289,0.504,4.416,4.927,7.157,0.0,0.18,0.195,0.192,65.125,0.081,0.242,0.242,16.0,8.0,4.0,20.0,0.008997,0.0,0.0,0.040465,0.012749,0.071162,0.055747,0.057517,3.908687,6.555272,3.910051,6.738464,0.010609,0.08276,0.056207,2.1e-05,0.0,0.00012,4.5e-05,0.0002,0.80443,0.0,0.000359,0.001973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9723,20.3,31.4232
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-co_1_dft-itcn_1_smi1_1_s_1,5929.0,2541.0,3003.0,3619.0,1.0,5.0,7.0,10.0,25.0,70.0,85.0,90.0,1.988,5.062,6.514,7.684,4.84,31.284,40.458,54.274,0.038291,-0.211941,-0.02272,0.010144,76.824874,209.848872,236.567862,252.887291,0.504,4.395,5.076,7.178,0.0,0.178,0.199,0.188,65.286,0.081,0.242,0.323,16.0,8.0,4.0,20.0,0.010441,0.0,0.0,0.044728,0.012533,0.07108,0.056035,0.051825,3.908569,6.549893,3.910387,6.717702,0.010465,0.074208,0.055794,1e-05,0.0,0.000127,4.5e-05,0.0002,0.805686,0.0,0.000359,0.002424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9631,17.0,31.1846
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-co_1_dft-no2_1_smi1_1_s_1,5929.0,3311.0,2464.0,2387.0,1.0,6.0,5.0,9.0,36.0,90.0,84.0,102.0,1.988,5.894,5.048,6.204,4.84,40.81,30.008,48.598,0.020116,-0.152385,-0.028925,0.019258,77.639536,280.828013,194.738499,200.827393,0.504,6.184,3.884,5.921,0.0,0.467,0.333,0.289,66.097,0.325,0.163,0.163,16.0,28.0,4.0,8.0,0.006957,0.056135,0.0,0.013302,0.015745,0.136741,0.06333,0.038246,3.908885,13.976939,3.911574,3.498401,0.011342,0.08193,0.057872,0.0,0.0,0.000646,9.1e-05,0.0002,0.797985,0.00134,0.000357,0.000715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9605,9.9,30.9679
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-co_1_dft-sh_1_smi1_1_s_1,5929.0,2772.0,2541.0,2387.0,1.0,4.0,6.0,9.0,16.0,40.0,60.0,68.0,1.988,4.512,5.485,6.204,4.84,24.662,34.848,48.598,0.008098,-0.099259,-0.005968,0.008334,78.712739,186.172508,203.679399,202.574566,0.533,4.154,4.614,6.11,0.0,0.154,0.167,0.145,66.586,0.163,0.163,0.163,16.0,16.0,4.0,8.0,0.002731,0.012873,0.0,0.008375,0.020535,0.068012,0.07036,0.043,3.889297,6.946098,3.899986,3.494338,0.009082,0.028447,0.051738,8.6e-05,0.0,0.00017,4.6e-05,0.0001,0.818301,0.000724,0.000362,0.000724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9176,10.8,28.8267
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-co_1_iodide_1_smi1_1_s_1,5929.0,6237.0,1848.0,2387.0,1.0,5.0,4.0,9.0,25.0,55.0,65.0,85.0,1.988,5.922,4.117,6.204,4.84,32.406,22.44,48.598,0.003154,-0.081466,0.015907,0.006252,79.287271,252.260754,139.186499,203.215382,0.533,5.475,2.759,6.11,0.0,0.209,0.119,0.145,67.404,0.164,0.082,0.164,16.0,24.0,0.0,8.0,0.00284,0.01767,0.0,0.008576,0.023688,0.152922,0.0,0.046752,3.88287,10.937615,0.0,3.487174,0.008855,0.079571,0.0,6.6e-05,0.0,0.000215,0.0,0.0001,0.820474,0.000453,0.0,0.000725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8619,9.9,25.6785
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-hicn_1_bromide_1_smi1_1_s_1,5929.0,4697.0,2464.0,2464.0,1.0,5.0,6.0,10.0,25.0,65.0,80.0,90.0,1.988,5.753,5.555,6.641,4.84,31.108,33.968,53.438,0.020811,-0.16347,-0.070732,0.077984,77.681837,229.350441,197.326282,206.117361,0.518,4.795,4.298,6.458,0.0,0.194,0.165,0.144,66.097,0.081,0.163,0.163,9.0,15.0,3.0,6.0,0.00281,0.019331,0.0,0.008554,0.020906,0.071409,0.040939,0.042674,3.901731,7.050861,3.338796,3.509421,0.009006,0.028261,0.034003,0.000104,0.0,0.00017,6.4e-05,0.0001,0.819025,9e-05,0.000996,0.000724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8981,10.3,28.1451
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-hicn_1_chloride_1_smi1_1_s_1,5929.0,3311.0,2464.0,2464.0,1.0,5.0,6.0,10.0,25.0,65.0,80.0,90.0,1.988,5.499,5.555,6.641,4.84,31.548,33.968,53.438,0.029874,-0.197388,-0.087015,0.092606,77.078216,228.530497,196.644785,205.336675,0.518,4.802,4.306,6.466,0.0,0.389,0.33,0.289,65.448,0.081,0.162,0.162,9.0,15.0,3.0,6.0,0.002954,0.020849,0.0,0.008767,0.020227,0.07182,0.039999,0.041857,3.907817,7.038982,3.350492,3.512354,0.009781,0.029403,0.035515,0.000109,0.0,0.00017,6.4e-05,0.0001,0.811801,9e-05,0.000991,0.000721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9567,12.8,30.9857
